name,url,type,address,label,feature,price,comment1,comment2,comment3,comment_count,lng,lat
烤翅王,/shop/2100439,小吃快餐,丰台区看丹桥西 13621188588,烧烤 看丹桥,鸡翅 骨肉相连 脆骨,25,7.8,5.4,6.3,70,116.28013,39.84223
静安小吃城,/shop/2197432,小吃快餐,朝阳区左家庄东里3号楼静安市场5楼 84516143,其他小吃 左家庄,麻辣香锅 石锅拌饭 刀削面,14,6.9,6.7,6.9,70,116.45277,39.96233
京鼎香,/shop/8855898,火锅,朝阳区北四环东路73号远洋未来广场5楼 84445599,其他火锅 亚运村,滑类三拼 美式牛小排 墨鱼丸,69,7.4,7.7,7.4,70,116.43946,39.995697
金昌盛酒家(左安门店),/shop/2437180,北京菜,东城区左安门内大街左安溪园小区1号 87192035,家常菜 左安门,烤鸭 酸菜鱼 炸酱面,70,6.3,7.6,7,70,116.44594,39.881546
解记味道,/shop/5207135,小吃快餐,东城区白桥大街22号 67170370,烧烤 广渠门,烤面包 解记七香串 蜜汁鸡翅,51,7,6.8,6.9,70,116.44611,39.90163
嘉和一品粥(南草厂店) 分店,/shop/5142838,小吃快餐,西城区南草厂街11号桔子汉庭酒店1楼 66562307,粥店 西直门/动物园,扁豆焖面 皮蛋瘦肉粥 绿豆百合莲子粥,23,6.7,6.8,5.7,70,0,0
济公砂锅 分店,/shop/513501,小吃快餐,朝阳区安贞西里五区2-3号楼1楼 64417314,快餐/简餐 安贞,济公砂锅 南瓜粥 拉面,19,5.4,5.4,5.2,70,116.40801,39.977943
胡椒厨房(五彩城店) 分店,/shop/9976188,西餐,海淀区清河中街68号华润五彩城L563号 82810885,西式简餐 清河,胡椒牛肉饭 芝士咖喱牛肉饭 茄汁意大利香肠面,42,8.1,7.9,8.1,70,116.339836,40.036472
鸿发园,/shop/513902,小吃快餐 西北菜,海淀区苏州街57号 62646103,西北菜 粉面馆 苏州桥,肉夹馍 岐山臊子面 大盘鸡,21,7.2,6.3,5.6,70,116.31296,39.977417
红烧肉传奇(畅春园店) 分店,/shop/4517010,小吃快餐,海淀区颐和园路8号畅春园美食街A21号 62625517,快餐/简餐 中关村 颐和园,红烧肉 土豆泥 传奇红烧肉饭,25,6.4,6.7,7.2,70,116.3104,40.000042
和平美食园餐厅,/shop/507978,北京菜,东城区灯市口大街金鱼胡同3号和平宾馆东侧 65128833-5585,家常菜 王府井/东单,鱼头泡饼 烤鸭 红烧肉,65,6.6,7.3,6.8,70,116.42187,39.92205
好味多饺子家常菜(果园店),/shop/1897171,北京菜,通州区果园环岛西侧 81524646,家常菜 果园,饺子 宫爆鸡丁 烤鱼,31,6.7,6.1,5.8,70,155.96077,39.901154
呷哺呷哺(天时名苑店) 分店,/shop/5512807,火锅,通州区杨庄小区52号北京华联商厦天时名苑购物中心3楼 ,其他火锅 新华大街,羊肉 拉面 鱼卷,44,8.3,8,8.1,70,116.6428,39.91036
福禄林涮肉坊,/shop/512122,火锅,朝阳区阜通东大街花家地小区40号 64730226,涮羊肉 望京,羊肉 烧饼 铜锅,48,6.9,6.1,5.9,70,116.47465,39.985912
东来顺饭庄(方庄店) 分店,/shop/1997911,火锅,丰台区方庄紫芳园一区2号楼1号 87655048,涮羊肉 婚宴酒店 方庄,精品羊肉 百叶 手切鲜肉,96,6.6,6.7,6.9,70,116.45058,39.87133
大食代(健翔桥店) 分店,/shop/3308314,小吃快餐,海淀区祁家豁子8号健翔大厦2楼 ,快餐/简餐 北太平庄,麻辣烫 章鱼小丸子 麻辣香锅,19,6.9,6.9,7.1,70,116.38758,39.98638
大清花(上地店) 分店,/shop/5866504,小吃快餐 东北菜,海淀区上地东路 62977950,东北菜 婚宴酒店 上地,饺子 毛血旺 锅包肉,51,7.3,7.4,7.4,70,116.34186,40.0494
大娘水饺(望京欧尚店) 分店,/shop/2980882,小吃快餐,朝阳区香宾路66-1号欧尚超市1楼 84903815,饺子 望京,鸭血粉丝汤 包子 牛肉粉丝汤,20,5.6,6.1,5.4,70,116.47011,40.022217
撮吧(广安门总店) 分店,/shop/8993951,小吃快餐,西城区广外南街甲59号1层 13381135918,烧烤 广外大街,烤肥牛 烤羊腿肉 撮吧招牌牛肉面,58,7.8,7.3,8,70,116.353226,39.88825
川山湘水酒楼,/shop/3446620,川菜,丰台区大成路23号顺天小商品2楼2号 56286588,川菜 湘菜 青塔,馋嘴蛙 水煮鱼 小炒肉,43,6.2,7.1,6.7,70,116.262474,39.89585
渤海湾小海鲜,/shop/2749267,海鲜,西城区宣武门外大街 ,鲁菜 海鲜 宣武门,烤扇贝 烤鱿鱼 炒花蛤,70,6.8,4.5,5.8,70,116.38075,39.90561
比格比萨(欢乐谷店) 分店,/shop/4082932,自助餐,朝阳区小武基路金蝉欢乐园2号院甲1号维吉奥商业街7号 67388022,比萨 自助餐 十八里店,蛋挞 pizza 羊肉串,51,6.1,6.6,5.9,70,116.50698,39.871586
KFC Select(北京站店) 分店,/shop/2381749,小吃快餐,东城区毛家湾胡同甲13号北京站1楼 ,快餐/简餐 建国门/北京站,土豆泥 上校鸡块 各种汉堡,23,5.8,5.9,5.9,70,116.431984,39.910027
1273杨氏秘料羊蝎子(温泉金辉店) 分店,/shop/16786703,火锅,海淀区温泉镇温泉村双坡路金辉滑雪场 4001060001,羊蝎子 海淀其它,秘制羊蝎子 橄榄油拌实蔬 柴锅牛肉,62,-,-,-,70,116.1634,40.06029
周记明顺餐厅,/shop/584208,小吃快餐 北京菜,西城区枣林前街 ,家常菜 粉面馆 牛街,久炖黄鱼 醋溜苜蓿 炸灌肠,30,7.1,5.5,6.6,69,116.365555,39.890232
真功夫(东单协和店) 分店,/shop/5316151,小吃快餐,东城区东单北大街68号1F2F3F 85119071,快餐/简餐 王府井/东单,枫糖薏仁露 排骨饭 臻品酸汤肥牛饭,26,7.9,7.9,8.1,69,116.424416,39.919327
长安宽沟酒楼,/shop/2566873,北京菜,西城区闹市口大街1号长安兴融中心B1楼 66422888,家常菜 粤菜 复兴门,榴莲酥 虾饺 肠粉,145,7.6,8.1,7.8,69,116.36873,39.91092
悦香过桥米线,/shop/2336230,小吃快餐,朝阳区定福庄西街2号传媒大学西门 ,云南菜 粉面馆 定福庄,过桥米线 麻辣鱼过桥米线 麻辣番茄米线,14,7.9,6.8,7.2,69,116.56109,39.91888
御饺坊(东安街店),/shop/2614552,北京菜,丰台区东安街1号 63896766,家常菜 北大地,饺子 宫保鸡丁 拉皮,41,6.2,6.1,6.1,69,116.28864,39.855347
永和大王(朝阳北路店) 分店,/shop/4096934,小吃快餐,朝阳区朝阳北路237号复星国际中心101号商铺 65073338,快餐/简餐 朝外大街,豆浆 三杯鸡饭 卤肉饭,23,6.6,7,6.8,69,116.4622,39.92957
一盛料理,/shop/8823372,日本,朝阳区东三环南路100号船舶重工酒店2楼 67332860,日本料理 劲松/潘家园,刺身 法式鹅肝 挪威三文鱼,143,7.9,8.5,8.4,69,116.46698,39.87246
鑫满楼烤鸭,/shop/562234,北京菜,丰台区定安东里9号楼南侧 67650908,烤鸭 洋桥/木樨园,烤鸭 宫爆鸡丁 芥末鸭掌,46,6.3,6.3,6.1,69,116.420815,-84.9703
田源鸡火锅(玉带河西街店) 分店,/shop/3875764,火锅,通州区玉带河西街37号 69541011,其他火锅 梨园,田源鸡 鲜虾滑 鸡汤,63,7.9,7.3,7.7,69,116.64817,39.908463
天悦圆,/shop/2409520,北京菜,丰台区桥南新华街三里9号 63752366,家常菜 婚宴酒店 北大地,烤鸭 一虾两吃 蓝莓山药,45,5.7,6.1,5.8,69,116.29893,39.850906
天和成火锅涮肉,/shop/580968,火锅,海淀区二里庄志新路15号 62313801,其他火锅 五道口,麻酱小料 羊肉 鲜羊肉,44,6.8,6.8,6.9,69,116.37276,39.99996
蜀地传说,/shop/4080991,川菜,东城区北极阁头条 65223131,川菜 王府井/东单,蓝莓山药 干捞海皇粉丝煲 大盘鲶鱼,83,7,7.5,7.4,69,116.42579,39.91604
食面八方(SOHO尚都店) 分店,/shop/4527844,小吃快餐,朝阳区东大桥路8号SOHO尚都南塔1楼2157室 13521636934,快餐/简餐 朝外大街,万州肉酱面 黄瓜条 肥肠面,16,7.8,7,7.2,69,116.45984,39.923565
神户日本餐厅,/shop/2183413,日本,海淀区知春路25号丽亭华苑酒店2楼 82356699,日式自助 双榆树 中关村,三文鱼刺身 烤牛舌 烤鳗鱼,127,7.3,8,8,69,116.35167,39.98295
陕味食族(太阳宫凯德MAL店) 分店,/shop/6118299,西北菜,朝阳区太阳宫中路12号凯德MALL内B2层 ,西北菜 望京,肉夹馍 米皮 岐山臊子面,20,7.5,7.4,7,69,116.454,39.9779
庆丰包子铺(安贞店) 分店,/shop/2576401,小吃快餐,朝阳区安贞西里四区甲1号 64433308,包子 安贞,包子 素三鲜 肉三鲜,13,6.6,6.5,6.2,69,116.406715,39.97877
七零无烟烤肉,/shop/4853900,小吃快餐,东城区北新桥三条70号 64008173,烧烤 东直门,黑胡椒花蛤 肥牛 土豆沙拉,75,7.3,7.3,7.6,69,116.42365,39.949276
南城香(洋桥店) 分店,/shop/2131573,小吃快餐,丰台区马家堡东路88号三星大厦1楼 67210658,快餐/简餐 洋桥/木樨园,馄饨 羊肉串 肉串,19,7.7,7.1,7.2,69,116.393105,39.86033
那家小馆(大兴店) 分店,/shop/9693186,北京菜,大兴区景明路8号院1号楼 80225292,官府菜 婚宴酒店 黄村,秘制酥皮虾 塞外黄壇子 腊八蒜烧肥肠,125,8,8.7,8.7,69,116.34927,39.774284
牡丹园涮肉馆,/shop/3106702,火锅,海淀区花园东路28号 13146240760,涮羊肉 北太平庄,手切羊肉 羊肉 糖蒜,58,8.4,7.6,8.1,69,116.37661,39.985905
妙厨365养生宴,/shop/5567434,北京菜,朝阳区东三环华威里10号鹏龙大厦4楼 58615077,家常菜 劲松/潘家园,骄子肥牛 烤鸭 香菜丸子,58,7.1,7.5,7.3,69,116.46692,39.879757
眉州东坡酒楼(雁栖生态园店) 分店,/shop/516391,川菜,近郊怀柔区雁栖工业开发区栖美国际院内 59683511,川菜 婚宴酒店 怀柔,宫保鸡丁 东坡肘子 梅菜扣肉,53,8,8.1,8,69,116.67815,40.368996
眉山烤全鱼,/shop/2635630,川菜,朝阳区朝阳路甘露园尚街购物中心西侧 85765848,烤鱼 十里堡,烤鱼 豆豉烤鱼 泡椒烤鱼,60,7.2,6.8,6.7,69,116.52204,39.922985
麦当劳(木樨园店) 分店,/shop/2636572,小吃快餐,丰台区永定门外大街101号百荣世贸商城2楼 87804247,快餐/简餐 洋桥/木樨园,麦辣鸡腿堡 冰淇淋 薯条,22,6.8,6.7,6.9,69,116.40523,39.86664
炼瓦亭,/shop/1956247,日本,朝阳区南新园西路8号龙头公寓1楼 87359909,日式烧烤/铁板烧 劲松/潘家园,带骨牛肉 牛舌 牛外脊,110,7.6,7.3,7.6,69,116.47107,39.87414
老边饺子馆(虎坊桥店) 分店,/shop/5439186,小吃快餐,西城区虎坊桥路 51253525,饺子 婚宴酒店 虎坊桥,饺子 蒸饺 猪肉白菜饺子,53,7.7,7.7,7.9,69,116.39866,39.887238
老北京馅饼粥(崇文门东大街店) 分店,/shop/513368,小吃快餐,东城区崇文门东大街 ,快餐/简餐 崇文门,馅饼 混沌 馄饨,11,7.4,6.2,6.4,69,116.43979,39.90677
来烫麻辣烫,/shop/5465205,小吃快餐,朝阳区三里屯顺电西北角 18611049858,麻辣烫 三里屯,麻辣烫 宽粉 孜然炒饭,33,6.9,6.4,7.4,69,116.45406,39.943394
筷乐家园(中关村店) 分店,/shop/3203590,小吃快餐,海淀区中关村南路26号 62558297,快餐/简餐 中关村,卤肉饭 宫保鸡饭 三鲜水饺,16,6.8,7.4,7.3,69,116.32981,39.98662
肯德基汽车穿梭餐厅(亚运村店) 分店,/shop/1998067,小吃快餐,朝阳区北苑路158号家和物美大卖场1楼 67027670,快餐/简餐 亚运村,劲辣鸡腿堡 蛋挞 甜筒,25,6.5,6.5,6.7,69,116.42385,40.014683
康师傅私房牛肉面(前门店) 分店,/shop/5257336,小吃快餐,东城区前门大街大栅栏东街1-1号 83150275,粉面馆 前门,牛肉面 经典牛肉面 番茄牛肉面,33,7.5,7.8,7.7,69,116.40282,39.902237
晋老西食府(菜市口店) 分店,/shop/2659885,北京菜,西城区广安门内大街59号 83163200,家常菜 广内大街,刀削面 香酥鸭,42,6.9,6.7,6.2,69,116.375916,39.89557
金京园羊蝎子火锅,/shop/3656002,火锅,丰台区右安门外大街9号 63589788,羊蝎子 开阳里,虾滑 免费菌汤 羊肉,54,6.7,6.9,6.9,69,116.37075,39.87068
护国寺小吃店(甜水园店) 分店,/shop/6853637,小吃快餐,朝阳区甜水园北里水碓子中街 18600114632,老北京小吃 朝阳公园/团结湖,豌豆黄 奶油炸糕 炸糕,21,7.6,7.8,7.6,69,116.48835,39.934082
鸿运天外天烤鸭店(昆明湖南路店) 分店,/shop/510317,北京菜,海淀区昆明湖南路甲7号 88447002,烤鸭 颐和园,烤鸭 金枪鱼沙拉 鱼头泡饼,53,6.6,6.5,6.4,69,116.28005,39.97306
鸿毛饺子(天通苑店) 分店,/shop/2730115,小吃快餐,昌平区东小口镇中滩村349号2层 84820698,饺子 天通苑,饺子 爽口菜 猪肉玉米粒饺子,32,6.3,7,6.9,69,116.41162,40.064034
鸿毛饺子(酒仙桥店) 分店,/shop/3671404,小吃快餐,朝阳区酒仙桥将台路商业街2号楼 64311632,饺子 酒仙桥,猪肉大葱 凉拌苦菊,33,6.9,7,6.8,69,116.49202,39.98151
寒舍羲和(侨福芳草地店) 分店,/shop/10350115,北京菜,朝阳区东大桥路9号侨福芳草地1楼C座 85188811,创意菜 东南亚菜 国贸,羲和烤鸭 黑蒜肉骨茶 星洲蟹,206,8,8.6,8.2,69,116.45669,39.92522
呷哺呷哺(卓展店) 分店,/shop/3491908,火锅,海淀区复兴路69号卓展购物中心B1楼 ,其他火锅 五棵松,圆生菜 羊肉套餐 豆腐,42,8.1,8,8,69,116.28422,39.919914
呷哺呷哺(天元港店) 分店,/shop/5398456,火锅,朝阳区东三环北路丙2号天元港中心B1楼 ,其他火锅 亮马桥/三元桥,肥牛套餐 咖喱锅 麻酱,39,7.8,7.7,6.9,69,116.46654,39.961285
呷哺呷哺(密云鼓楼大街店) 分店,/shop/3554893,火锅,近郊密云县密云镇鼓楼南大街4号红云楼1楼 61267119,其他火锅 密云县,麻酱 羊肉 咖喱锅,38,8.4,8.1,8.2,69,116.85253,40.381275
呷哺呷哺(迦南大厦店) 分店,/shop/4122055,火锅,丰台区右安门外大街2号院迦南大厦2楼 ,其他火锅 开阳里,羊肉 蔬菜拼盘 豆皮,39,8.1,7.7,7.9,69,116.37288,39.874516
福口居(龙岗店) 分店,/shop/508530,火锅,海淀区龙岗路18号永泰小区内 62998933,其他火锅 清河,羊肉 肥牛 宽粉,47,6.8,6.8,6.9,69,116.370926,40.038353
鼎利铁板烧,/shop/5526591,小吃快餐 日本,昌平区天通中苑华联商场4楼 57859719,其他小吃 日式烧烤/铁板烧 天通苑,蒜蓉开背虾 扇贝 银鳕鱼,150,7.7,7.9,7.9,69,116.43876,40.07751
达美乐比萨(朝阳北店) 分店,/shop/5377679,西餐,朝阳区朝阳北路八里庄北里1号院农民日报社底商1-10号 4008825252,比萨 十里堡,披萨 BBQ鸡肉PIZZA 比萨,47,8.1,7.8,8.4,69,116.5075,39.929688
川香小馆,/shop/4551561,川菜,海淀区蓝旗营成府路134号 58467448,川菜 五道口,蹄花 回锅肉 干锅牛蛙,43,7.7,6.7,7.1,69,116.33707,39.998127
城一锅(椿树园店) 分店,/shop/507910,火锅,西城区椿树园小区15号楼 63102999,羊蝎子 宣武门,羊蝎子,52,6.3,6.5,5.9,69,116.3835,39.89901
才门(万寿路店) 分店,/shop/4103835,西北菜,海淀区万寿路翠微东里16号楼平房 68256851,西北菜 公主坟/万寿路,肉夹馍 油泼面 凉皮,29,7.2,6.9,6.8,69,116.30173,39.920376
北京工业大学第四食堂,/shop/2464882,北京菜,朝阳区平乐园100号工业大学内 ,家常菜 劲松/潘家园,麻辣烫 荷叶饭 什锦盖饭,9,7,6.6,6.8,69,116.48627,39.880974
Geba Geba(新源里店) 分店,/shop/5292038,日本,朝阳区新源西里东街17号 64616577,日本料理 亮马桥/三元桥,生鱼片 菠菜沙拉 寿司拼盘,261,8.1,8.2,7.9,69,116.45355,39.95297
壮壮烤肉坊,/shop/561338,小吃快餐,朝阳区延静里中街9号 65863334,烧烤 朝阳公园/团结湖,牛肉 五花肉 烤肉,50,7.5,6.5,6.6,68,116.49206,39.923958
粥面故事(西红门店) 分店,/shop/5701447,小吃快餐,大兴区西红门镇瑞海家园一区1号楼商铺 60291848,快餐/简餐 西红门,拉面 八宝粥 台湾咖喱卤肉饭,25,6.3,7.7,6.9,68,116.33626,39.794926
中关村家乐福麻辣烫,/shop/2331340,小吃快餐,海淀区中关村大街15号家乐福电梯口 ,麻辣烫 中关村,金针菇 魔芋丝 蟹棒,21,6.9,6.6,6.6,68,116.322624,39.9865
咱家人东北菜,/shop/1892962,东北菜,朝阳区利泽西二路116号 84515678,东北菜 望京,小鸡炖蘑菇 锅包肉 干锅土豆片,53,7.4,7.7,7.7,68,116.46979,40.01818
洋森餐厅,/shop/2296579,北京菜,房山区房山良乡西潞南大街19号 69376886,家常菜 良乡,饺子 手剥笋 小炒脆骨,50,7.8,7.8,7.7,68,116.142784,39.7318
卧佛山庄素菜馆,/shop/1959040,素菜,海淀区卧佛寺路北京植物园内 82599110,素菜 香山,东坡肉 鲍片毛血旺 牛排,248,7.6,8.7,8.4,68,116.21473,40.0103
闻里居,/shop/5234746,川菜,西城区长椿街10号 63011882,川菜 广内大街,宫保鸡丁 农家有味鱼 沙窝雅鱼,53,5.8,6.2,5.5,68,116.37023,39.902004
味德,/shop/513767,日本,海淀区科学院南路2号融科资讯中心C座B113室 82861993,日本料理 中关村,刺身 味德沙拉 酱烧牛舌,114,7.3,7.9,7.4,68,116.33345,39.989056
天山神池餐厅,/shop/511539,新疆菜,朝阳区安苑东里三区2号 64980077-51,婚宴酒店 新疆菜 亚运村,特色:羊肉串??大盘鸡??酸奶,59,8.5,8.5,8,68,116.41839,39.991547
陶香小馆(护国寺店),/shop/3434149,川菜,西城区护国寺大街93号 83222989,川菜 新街口,萝卜皮 脆肚 鲶鱼烧茄子,41,7.3,7.7,7.9,68,116.38102,39.941193
炭乃家,/shop/2184343,日本,朝阳区朝阳公园路1-6号好运街8号 58670205,日式烧烤/铁板烧 日式自助 亮马桥/三元桥,牛小排 肋条肉 牛舌,125,7.9,7.6,7.9,68,116.47799,39.95695
四季大盘涮肉园,/shop/4655500,火锅,近郊门头沟区双峪路5号综合楼奥新天地商贸中心9楼 69847163,涮羊肉 门头沟,手切羊肉 上脑 自助小料,52,8,7.9,8.5,68,116.11463,39.94103
顺新煮吧干锅鸭头,/shop/2376499,川菜,东城区东四北大街318号 84044126,香锅 东四,干锅鸭头 干锅兔腿 凉拌菠菜,45,7.4,5.9,6.1,68,116.423904,39.936157
蜀乡烤鱼坊,/shop/2702698,川菜,海淀区四道口路中央财经大学东门 ,烤鱼 北下关,烤鱼 金针菇 香辣烤鱼,36,7.7,6.7,7.7,68,116.351715,39.965797
胜胜餐厅,/shop/2209309,湖北菜,海淀区西四环北路蓝靛厂烟树园甲4号 88862276,湖北菜 远大路,热干面 自家制腊鳊鱼 脆香鸡翅,63,6.6,7.6,7.3,68,116.28417,39.96794
砂锅面吧,/shop/2767060,小吃快餐,海淀区万泉河紫金庄园东北侧 ,粉面馆 苏州桥,拌饭 肥牛米线 肥肠面,10,7.9,5.9,6.7,68,116.30127,39.978302
赛百味(西苑龙湖星悦荟店) 分店,/shop/5207210,西餐,海淀区颐和园路204-1号龙湖星悦荟1楼L1-17号 62501695,西式简餐 颐和园,金枪鱼三明治 照烧鸡排三明治 香烤鸡排,21,8.4,8.4,8.5,68,116.29703,40.00442
赛百味(赛特奥莱店) 分店,/shop/4299183,西餐,朝阳区香江北路28号赛特奥莱2-022号 84357568,西式简餐 马泉营,金枪鱼 意大利香肠 蜂蜜燕麦,26,8,7.8,7.7,68,116.51225,40.042065
麦当劳(昌平店) 分店,/shop/2615323,小吃快餐,昌平区东关二条路阳光商厦西侧 89707431,快餐/简餐 昌平镇,薯条 麦辣鸡腿汉堡 麦辣鸡翅,26,7.2,7.4,7.5,68,82.04245,40.22711
麦当劳(T3店) 分店,/shop/2725195,小吃快餐,朝阳区首都国际机场T3航站楼2楼 64532651,快餐/简餐 首都机场,巨无霸 薯条,26,6.9,7.3,7.3,68,116.62104,40.05806
马兰拉面(南礼士路店) 分店,/shop/2372590,小吃快餐,西城区南礼士路甲15号 68058943,粉面馆 月坛,马兰拉面 炒面片 大拌菜,19,6.4,6,6.1,68,116.35902,39.918465
马兰拉面(健德门桥店) 分店,/shop/2545960,小吃快餐,海淀区祁家豁子甲2号 62023171,粉面馆 北太平庄,马兰拉面,17,6.2,6.7,5.9,68,116.38794,39.986065
马兰拉面(光华路店) 分店,/shop/2444335,小吃快餐,朝阳区光华路2号首经贸大学 85994615,快餐/简餐 大望路,马来拉面 毛细拉面 肉酱面,20,7.9,8.2,8.1,68,116.4377,39.98878
龙腾轩(学清路店) 分店,/shop/4233334,川菜,海淀区学清路甲5号 62937191,川菜 婚宴酒店 五道口,烤鱼 呛炒圆白菜 上汤娃娃菜,42,6.6,6.7,6.5,68,116.358536,40.01576
两湖轩会所,/shop/2118382,湖北菜,西城区和平门南新华街甲1号3-4楼 83150118,湖北菜 宣武门,小炒黄牛肉 外婆酱黄瓜 双色凉面,78,7,6.7,6.6,68,116.39022,39.905746
李先生加州牛肉面(惠新店) 分店,/shop/2735524,小吃快餐,朝阳区安慧东里17号楼1楼 64948627,粉面馆 亚运村,牛肉面 凉拌黄瓜 海带丝,23,7.5,7.5,7.3,68,116.43021,39.99569
李茂盛(和平里店) 分店,/shop/9011446,北京菜,东城区和平里东街12号 59885999,家常菜 和平里,祖传肉饼 红烧肉 老中医煨驴肉,55,6.9,6.9,7,68,116.432175,39.96367
朗悦府,/shop/5554321,北京菜,朝阳区东三环中路7号财富购物中心3楼 65309219,烤鸭 国贸,烤鸭 毛血旺 黑花生,145,7.9,8.5,8.1,68,116.465614,39.923878
九食会,/shop/4106188,北京菜,东城区美术馆后街12号 64060349,家常菜 烤鸭 东四,石锅回头鱼 回头鱼 浓汤回头鱼,57,7.3,6.9,7,68,116.41587,39.93867
京味斋(新源街店) 分店,/shop/8433218,小吃快餐 北京菜,朝阳区新源街18号 84512538,家常菜 炸酱面 亮马桥/三元桥,焦溜肉片 干锅茶树菇 炸酱面,65,6.8,7.3,6.6,68,116.46065,39.957554
集天味道(大慧寺店) 分店,/shop/4280482,贵州菜,海淀区大慧寺路东口 62159223,贵州菜 北下关,酸汤鱼 香茅草烤排骨 烤南瓜,53,7.8,8,8,68,116.34258,39.957886
洪金福酒楼,/shop/511690,北京菜 海鲜,顺义区顺义区光明北街11号 81482333,家常菜 茶餐厅,潮洲卤水！ 烧鹅 榴莲酥,112,7.8,8,8.3,68,116.56259,40.180798
故宫餐厅,/shop/2677756,北京菜,东城区景山前街4号故宫博物馆内 ,家常菜 东四,土豆牛肉饭,31,6.1,7.1,6.7,68,116.40211,39.925232
高仓寿司吧,/shop/2341156,日本,朝阳区新源南路甲2号昆仑汇B110 65939435,日本料理 亮马桥/三元桥,鹅肝寿司 香芒三文鱼卷 牡丹虾寿司,354,8,7.9,8.1,68,116.46489,39.954117
甘兰香汤面(广渠门夕照寺店),/shop/1919650,小吃快餐,东城区夕照寺街58号 ,粉面馆 广渠门,牛肉面 香汤面 羊肉串,18,8.6,6.7,8,68,116.44722,39.88878
呷哺呷哺(乐天银泰店) 分店,/shop/4541335,火锅,东城区王府井大街88号乐天银泰百货B1楼 ,其他火锅 王府井/东单,牛羊套餐 火锅饺 豆皮,40,8,8,7.8,68,116.41794,39.922016
呷哺呷哺(金源店) 分店,/shop/5990225,火锅,海淀区远大路1号金源时代购物中心5楼嘉香美食广场26号铺 ,其他火锅 远大路,肥牛 金针菇 圆生菜,48,8,8,7.7,68,116.29305,39.96456
呷哺呷哺(北新桥店) 分店,/shop/5489980,火锅,东城区东直门内大街277号B1楼 ,其他火锅 东直门,芝麻酱 蔬菜拼盘 咖喱锅,40,8,7.8,7.8,68,116.423744,39.9479
多味阁章鱼小丸子,/shop/3162700,小吃快餐,东城区东直门南大街1号来福士购物中心B1楼 ,其他小吃 东直门,章鱼小丸子,10,5.7,6.1,6.7,68,116.43872,39.946194
稻香村(将台路第29营业部) 分店,/shop/1760689,小吃快餐,朝阳区将台西路19号2号楼1层C区 64328552,老北京小吃 面包西点 酒仙桥,牛舌饼 无糖点心 南瓜饼,26,8.6,8.2,8.2,68,116.49519,39.976948
褡裢粥,/shop/515101,小吃快餐,西城区广安门外广华轩3号楼 63413713,粥店 广外大街,褡裢火烧 炸灌肠 麻豆腐,16,6.3,5.1,6.2,68,116.34629,39.896862
白记年糕(输入胡同店) 分店,/shop/2351050,小吃快餐,西城区牛街输入胡同 ,老北京小吃 牛街,驴打滚 年糕 豌豆黄,15,8.2,7,7.6,68,116.37205,39.89241
艾力羊肉串,/shop/2445700,小吃快餐,海淀区玉泉路 ,烧烤 五棵松,羊肉串 腰子 肉筋,23,7.5,5.5,7.1,68,116.262856,39.919933
Ishikawa,/shop/6298404,日本,朝阳区朝阳北路核桃园30号孚兴写字楼A座101号 65932797,日本料理 朝外大街,鳗鱼饭 烤鳗 烤鱿鱼,152,8.2,8,8.5,68,116.46318,39.929955
AK47碳烤羊腿音乐串吧,/shop/6133878,小吃快餐,海淀区马连洼北路 18311482347,烧烤 上地,烤羊腿 烤生蚝 麻辣鸡翅,92,7.9,7.8,7.4,68,116.29936,40.040764
10个馄饨(北邮店) 分店,/shop/3351955,小吃快餐,海淀区学院南路北邮南门斜对面 86608240,快餐/简餐 北太平庄,鲜肉馄饨 虾肉馄饨 卤肉饭,13,6.6,5.9,6.4,68,116.367546,39.963856
竹荪鹅火锅(昌平店),/shop/2042581,火锅,昌平区昌平镇南环路永安里 69708831,其他火锅 昌平镇,竹荪,51,7.3,6.6,6.6,67,116.23635,40.215153
正隆斋齐善素食店,/shop/2024080,小吃快餐 素菜,西城区新文化街3号 66031053,素菜 其他小吃 西单,牛舌饼 松仁豆沙 糖火烧,15,7.8,6.8,7.2,67,116.37955,39.910297
真正豆腐坊,/shop/4732694,小吃快餐,西城区马连道南街 ,快餐/简餐 广外大街,豆浆 油条 豆腐脑,22,7,7.1,6.5,67,116.3381,39.890198
张老坎火锅(安化北里店) 分店,/shop/4764384,火锅,东城区广渠门内大街安化北里6号楼 67113170,其他火锅 广渠门,虾滑 手切羊肉 自助素菜,48,7.9,7.8,7.8,67,116.44163,39.899242
御龙阁烤涮鱼自助,/shop/13662711,川菜 火锅 自助餐,朝阳区小营北路55号 84985988,自助餐 火锅 亚运村,烤鲶鱼 涮梭边鱼 羊蝎子,59,8,8.3,8.3,67,116.42919,40.005127
玉林烤鸭店(马驹桥店) 分店,/shop/3281176,北京菜,通州区马驹桥镇商业街158号 60590740,烤鸭 婚宴酒店,烤鸭 孜然羊肉 鸭三宝,76,7.5,7.8,7.8,67,116.56295,39.763912
亦捞坊时尚火锅,/shop/6032831,火锅,大兴区经济技术开发区文化园西路林肯公园25号楼109 67068686,涮羊肉 其他火锅 亦庄,虾滑 澳洲美肥 肋卷,60,7.8,8,8,67,116.50085,39.810257
一手店(方庄店) 分店,/shop/2395339,小吃快餐,丰台区蒲方路24号方庄购物中心底商 18810234221,熟食 食品茶酒 方庄,猪蹄 哈尔滨红肠 香菇肉卷,25,7.9,7.7,7.9,67,116.4357,39.871506
